shelter_name,shelter_address,capacity,risk_level,buffer_distance,longitude,latitude
復興國小,中和區復興路301巷6號,946,Low,2000,300666.466913261,2764719.39174911
行政中心大禮堂,臺北市木柵路3段220號10樓,60,High,500,307551.349314937,2764746.6018892503
沙崙國小,篤行路二段132號,1692,Medium,1000,293458.5547248439,2764705.6912733666
復興大樓圖書館,南山路236號6樓,25,Low,2000,301130.8002463362,2764732.1945863697
大同社區活動中心,明德路203巷10號,133,Medium,1000,284652.577552506,2764686.884561375
中壢區內厝活動中心,月眉路1段2號,55,High,500,268087.1363863963,2764656.9722434385
山德社區活動中心,頂興路2巷14號,68,High,500,283146.5627189665,2764703.979145468
樹林區公所,鎮前街93號,215,Medium,1000,292866.1822805725,2764734.9486416914
樹林國小,育英街176號,304,High,500,292206.7604944381,2764738.3273325916
錦和國小,中和區圓通路292號,1173,Low,2000,299394.2853083239,2764770.1257403414
木柵國小,文山區木柵路3段191號,155,High,500,307561.11849681323,2764824.1799770193
石碇國小,石碇西街15號,109,High,500,316525.62823736446,2764864.8059754577
萬興國小,文山區秀明路2段114號,125,High,500,308207.15903456364,2764837.988198765
信義國小,四川路二段245巷60號,1024,Medium,1000,295709.0079213878,2764934.5500027766
國強公園,國強一街、益壽一街口,100,High,500,278537.6590667541,2764921.214522181
桃園國小,民權路67號,212,Medium,1000,281313.63671814895,2764960.5118096257
錦和中學,中和區錦和路163號,2543,Low,2000,299575.0334958086,2765036.616888756
龜山區公所本所（三樓禮堂）,中山街26號,200,High,500,284102.0480023655,2764989.9913842552
民族公園,民族路與三民路三段口,200,Medium,1000,281152.04552021134,2764993.3721289886
市中心區聯合里集會所文明、文昌、文化、南華里,民族路110號三、四樓,129,Medium,1000,281202.5190151213,2764993.487082057
景美國中,文山區景中街27號,80,Medium,1000,304803.95884292136,2765111.9353061626
長青學苑,民權路24號7樓,42,Medium,1000,281343.6419186629,2765082.420146948
桃園市公所禮堂,縣府路7號,64,Low,2000,280435.00191401143,2765135.751391644
中和高中,中和區連城路460號,2072,Low,2000,298282.30716930475,2765198.144742938
溪口國小,文山區景福街225號,90,High,500,304379.490583742,2765232.0858031
龜山社區活動中心,中興路一段50號,70,High,500,284157.2249609665,2765168.4584248196
秀山國小,中和區立人街2號,4228,Medium,1000,302612.8648151471,2765236.258105435
重慶國小,廣和街31號,2135,Low,2000,296677.05943649437,2765247.9594022
新路社區活動中心,永安街77號,60,High,500,283757.9682641864,2765255.6358044837
壽山高級中學,大同路23號,796,High,500,284477.38469270867,2765265.6255037584
東門國小,東國街14號,550,High,500,281787.3429083115,2765282.817421351
景華公園,臺北市文山區景興路與景華街交叉口,1350,High,500,304974.4149160448,2765400.6123469076
智光商工,永和區智光里中正路100號,722,Low,2000,301915.69756234065,2765399.7454926684
中壢市芭里社區活動中心,啟文路175號,50,High,500,270575.4434542667,2765317.306691748
桃園國中,莒光街2號,70,Medium,1000,280767.650310234,2765346.94532688
木柵高工,文山區木柵路4段77號,169,High,500,307730.11946566764,2765445.1881705406
景興國小,文山區景華街150巷21號,126,High,500,305337.5986229469,2765457.459303628
景興國中,文山區景興路46巷2號,100,High,500,304943.8641671335,2765466.9497358794
臺北市文山運動中心,興隆路三段222號,189,High,500,304943.8641671335,2765466.9497358794
嶺頂社區活動中心,西嶺頂24號,68,High,500,284552.19353931275,2765462.4197659115
自強國小,自強東路269號,700,High,500,284866.86094961467,2765532.445131945
三民里集會所,中山東路128號,36,High,500,282372.194707852,2765550.0205332288
文林國小,千歲街59號,1151,Medium,1000,293008.7430348985,2765596.7027804363
龜山國中,自強西路66號,100,High,500,284172.2632233101,2765573.8910664874
北門、朝陽二里聯合活動中心,朝陽街63號,69,High,500,281584.7885355402,2765570.333402506
民權市民活動中心,永和區民族里民權路60號,125,Medium,1000,302480.0192457995,2765656.6601927984
青溪、成功、東門里集會所,鎮撫街41號,88,High,500,281746.21989240975,2765603.9359436305
重慶國中,國慶路221號,2826,Low,2000,296756.4166775987,2765658.062190881
中和區公所,中和區景平路634之2號,65,Low,2000,300491.33640467847,2765671.3320002123
成功國小,三民路3段22號,212,High,500,281069.8547764454,2765624.5364138256
阿柔市民活動中心,阿柔里阿柔洋62號,57,High,500,311292.3511608942,2765726.5200337125
溪崑國中,大觀路三段50巷30號,785,High,500,293536.2499089028,2765669.5925078043
自強國小,中和區莒光路200號,562,Low,2000,297634.51070089935,2765694.31998956
志清國小,文山區景福街21巷5號,35,High,500,304387.56062118546,2765741.6445703483
自強國中,中和區莒光路191號,936,Low,2000,297705.0552773058,2765727.795384992
興華國小,臺北市文山區興隆路3段125巷6號,30,Medium,1000,306396.30166464794,2765760.8517599646
積穗國小,中和區員山路154號,545,Medium,1000,298593.23780129454,2765764.150002902
青溪國小,自強路80號,210,High,500,282119.2913674733,2765782.0280318735
秀朗國小,永和區民權里得和路202號,2124,Medium,1000,302630.7115665142,2765845.5417519296
中和國小,中和區中和路100號,2866,Low,2000,300631.9612804937,2765860.1538383574
忠孝國小,辭修路200號,703,Safe,0,149056.68728175483,2766149.8719077357
士東國小,中山北路六段392號,63,Low,2000,250000.0,2765777.5636462052
積穗國中,中和區民安街66號,597,Medium,1000,298431.219347343,2765907.5710836155
萬芳高中,文山區興隆路3段115巷1號,131,Low,2000,306405.61992840533,2765949.1942256773
萬順市民活動中心,萬順里北深路3段107巷26號,22,High,500,310978.18762630323,2766002.03658112
公十五公園,領航南路一段與文德路,1007,High,500,270961.1656643414,2765900.9458373114
永安、長安、長德三里聯合活動中心（永康公園管理中心）,中正五街315號,196,Medium,1000,280614.9453231425,2765922.5723018614
三民公園、青溪公園,桃園市三民路、三元街、自強路口,2800,High,500,282007.84147523146,2765958.9885378364
鶴齡交誼中心,廟美街6巷3號2、4樓,82,Medium,1000,300580.8758561624,2766026.114032417
南山高中,中和區廣福路41號,2130,Medium,1000,300812.9587250974,2766049.1271068626
興德國小,文山區興隆路2段235號,30,High,500,305597.538676025,2766078.8075650204
深坑國中,深坑里文化路41號,304,High,500,312411.124385749,2766108.188526656
深坑國小,深坑里文化路45號,632,High,500,312269.75461560953,2766118.6212837673
萬芳國小,文山區萬和街1號,135,Medium,1000,307262.9842947921,2766107.829302904
武林國小,保安街二段151號,822,Low,2000,291933.85924463585,2766066.4433008335
博嘉國小,文山區木柵路4段159巷14之1號,30,High,500,308120.8945943211,2766133.599947324
精忠集會所,光峰路141號,114,High,500,284657.54345993785,2766074.545357141
中山國小,大觀路二段59巷31號,1136,High,500,295190.29223968106,2766106.9385822816
興隆國小,文山區福興路2號,133,High,500,305708.2587999704,2766156.7947842414
深坑市民活動中心,深坑里北深路2段166號,36,High,500,312047.3299624131,2766195.148655215
深坑區公所,深坑里深坑街10號,100,High,500,312178.5541993535,2766195.744344036
漳和國中,中和區廣福路39號,1067,Low,2000,301024.4809416833,2766171.757004884
興德里營區,興德路55號,200,Medium,1000,306232.9248803582,2766214.3244979754
永康公園,桃園市中正五街、永康街口,800,Medium,1000,280462.99268923333,2766165.912630469
後埔國小,重慶路157號,703,Low,2000,296704.0168368891,2766222.787055188
復興商工,永和區得和里秀朗路一段201號,827,Low,2000,302346.4611524139,2766265.363774094
永和國小,永和區潭墘里秀朗路一段120號,1329,Low,2000,302184.91522058094,2766275.823317718
武功國小,臺北市文山區興隆路1段68號,50,High,500,304556.868872368,2766318.3057259433
公十三公園及兒增二,高鐵南路二段與文德路,3562,High,500,270756.5646950953,2766230.927921958
福和國中,永和區秀和里永利路71號,1401,Medium,1000,302578.4099207083,2766321.6363711245
公八公園,領航南路3段與青松路,365,High,500,271693.40185927437,2766271.480431779
東南科技大學,萬福里北深路3段152號,916,High,500,311036.97459031764,2766401.063633191
兒六兒童遊樂場,青埔六街與青埔十一街,408,High,500,271879.75144378224,2766322.3957064506
忠孝國中,成都街30號,191,Medium,1000,296592.41767731396,2766388.554796871
萬福國小,文山區羅斯福路5段170巷32號,32,High,500,304172.9033131892,2766416.470141149
興福國中,文山區福興路80號,300,Medium,1000,305485.06551450305,2766432.805366346
昇高市民活動中心,昇高里旺耽路25號,87,High,500,313459.2821428052,2766467.4688070607
實踐國小,實踐路93巷51號,1018,Low,2000,297076.8448859913,2766412.366196481
東勢市民活動中心,竿蓁林62-1號,25,High,500,325783.96214540827,2766563.418439785
嶺腳市民活動中心,嶺腳寮14號,47,High,500,325783.96214540827,2766563.418439785
兒十四兒童公園,高鐵南路二段與公園路一段,427,High,500,270985.4602391642,2766448.2610427914
直潭派出所,新北市新店區直潭十街2號,75,High,500,296085.78777391656,2766513.0006722207
山北市民活動中心,莊敬路49巷29弄2號,92,High,500,300629.4200980873,2766546.8943633223
德林寺停車場,龍安街985號,150,High,500,276091.8402214764,2766487.7203322207
辛亥國小,文山區辛亥路4段103號,30,Low,2000,306372.69014707487,2766591.5079736114
三多國中,三多路101號,847,Low,2000,291855.05297918787,2766552.016368712
永和國中,永和區秀和里國中路111號,1109,High,500,302819.509949118,2766621.634643661
保生國民小學,觀音鄉保生村十四鄰五號,100,High,500,257228.91912921716,2766545.170309186
育才國小,永和區永貞里福和路125巷20號,207,Medium,1000,302647.74613739556,2766665.2791543724
北門國小,正康三街139號,64,High,500,280986.8683875094,2766610.142944047
大業國小,大業路一段135號,106,High,500,281875.04544850206,2766634.336298004
永定國小,靜安路一段245號,330,High,500,319443.4117548832,2766817.7670510374
永平國小,永和區保安里保生路25號,943,Medium,1000,301042.43742634077,2766769.96158208
大觀國小,大觀路一段30號,1784,High,500,295349.48330266273,2766805.2867152733
三元、忠義里集會所,三元街289號,122,Medium,1000,282641.8075929799,2766780.1371808634
中壢區洽溪社區活動中心,民權路4段546號,30,High,500,270390.6829751152,2766761.7059247545
公十一公園,洽溪路與永興路,523,High,500,270931.8634081814,2766778.0301004476
大有國小,大有路220號,212,Medium,1000,282349.0468450748,2766801.594456315
大有國中,大有路215號,70,Medium,1000,282258.10199582664,2766845.685158201
土庫第1市民活動中心,土庫里北深路1段83巷8弄36號,100,High,500,314052.18281219515,2767035.152351125
石碇綜合活動大樓,楓子林32-1號,200,High,500,314829.3365782994,2767049.89058592
海山高中,漢生東路215號,2122,Low,2000,297529.06511202344,2766989.9112611623
中壢區月眉社區活動中心,11鄰135-1號,55,High,500,268621.19508896075,2766927.763295891
龍壽國小,龍校街30號,100,High,500,289109.81897762226,2767026.6045365487
板橋國小,文化路一段23號,641,Medium,1000,296246.9810561335,2767051.975675408
永平高中,永和區保安里永平路205號,5315,Medium,1000,301334.02927794826,2767070.1218101573
大觀國中,僑中一街1號,1611,High,500,295267.78224194923,2767093.0060525276
民族國中,大安區羅斯福路4段113巷13號,139,High,500,304382.0568621221,2767126.2077227556
臺北市大安運動中心,辛亥路三段55號,389,High,500,304382.0568621221,2767126.2077227556
板橋高中,文化路一段25號,1136,Medium,1000,296337.4832640773,2767151.9709706767
會稽國小,春日路1080號,70,High,500,281147.2042754798,2767120.019453719
大甲高中活動中心,大甲區南陽里中山路一段720號,598,Low,2000,296979.9976026881,2767190.0509194927
公館國小,臺北市大安區基隆路4段41巷68弄2號,50,High,500,304795.35272932186,2767260.7776140594
石碇高中,八分寮45號,963,High,500,314858.2516436931,2767338.027003087
網溪國小,永和區上林里竹林路79號,853,High,500,302413.129516605,2767306.8241065685
公十公園,永春路與永溪路,523,High,500,270891.39331020426,2767237.8549557854
民生公園市民活動中心,民生路一段30之1號,292,Medium,1000,298123.2110220953,2767379.669142615
臺北市中正運動中心,信義路一段1號,250,High,500,303997.4154673295,2767401.600902981
月眉環保公園,7鄰95號附近,1200,High,500,269183.3941534076,2767354.5331760934
會稽社區活動中心,興一街65巷50號,52,Medium,1000,281903.5690839767,2767387.595696324
銘傳國小,大安區羅斯福路4段21號,161,High,500,304017.3830436411,2767457.063191844
竹林小學,永和區勵行里竹林路34號,58,High,500,302210.588676784,2767483.275874717
光復國小,中和區光環路2段1號,855,Medium,1000,298738.4564406801,2767503.6904783375
公六公園,領航南路4段與青昇路,456,High,500,272434.95774075517,2767458.945772675
柑林國小,9鄰柑腳3號,133,High,500,331203.85914861714,2767694.4900676906
虎子山,虎子山街,50,High,500,345317.89343888155,2767792.0121755064
頂溪國小,永和區文化里文化路133號,888,High,500,301634.86501473445,2767591.856451162
及人國小,永和區新?里文化路172號,1041,High,500,301675.1532749815,2767614.161931438
長源社區活動中心,柑腳19號,172,High,500,331026.04296599835,2767756.575896511
金甌女中,永和區復興里博愛街36號,239,High,500,302411.89842717047,2767628.0425072494
福連國小,福連街1號,300,High,500,349799.581015612,2767936.094263787
中壢區山東社區活動中心,山東一路39號,100,High,500,267533.61757978005,2767584.2552989163
貢寮國中,嵩陽路42號,661,High,500,341552.986178757,2767900.547723442
三多國小,三福街52號,807,High,500,290966.242290932,2767683.224952098
同安里集會所,新埔六街140號,61,High,500,280459.66272996087,2767661.2124723964
光復高中,光環路一段7號,416,Medium,1000,298727.5740299397,2767725.1836868427
忠孝市民活動中心,忠孝街26巷8號,85,High,500,302007.7160480154,2767748.342550215
福隆國小,東興街35號,430,High,500,345751.34567545046,2768006.8466302953
龍華社區活動中心,萬壽路一段422巷22弄43-1號,150,High,500,290425.39879906893,2767773.9931806982
丹鳳國小,新北大道七段437號,297,High,500,292964.3233319499,2767783.3965204656
光復國小,中和區中原里光環路二段1號,855,High,500,298848.3322096253,2767825.3039734783
靈鷲山無生道場,香蘭街7-1號,100,Low,2000,348193.5002145836,2768090.6335739163
桃園縣多功能藝文園區,桃園市南平路、中正路,3000,High,500,280045.56898714084,2767793.212625149
埔墘國小,永豐街42之8號,628,Low,2000,297848.9918282271,2767866.076729885
上興公園,上興路與大興八街交叉附近,150,Medium,1000,276535.9862231681,2767826.0397922737
同新公園,同安街慈文國小邊,150,High,500,280418.89757876407,2767838.3435024894
福隆青少年活動中心,福隆里福隆街60號,403,High,500,345447.53558578517,2768148.732880538
迴龍社區活動中心,宏慶街34巷48-1號,93,High,500,291449.195935029,2767880.1804444753
中山國中,文化路一段188巷56號,2280,Low,2000,297192.81076008204,2767908.102517682
外柑市民活動中心,外柑腳49號,72,High,500,331530.2635199307,2768071.6207844345
快樂國小,大有路789號,70,Medium,1000,281831.75822550134,2767885.865189496
芳和國中,臺北市大安區臥龍街170號,30,Low,2000,305539.4214656831,2767961.6121175354
螢橋國中,中正區汀州路3段四號,52,High,500,303137.21556462196,2767985.2953674565
迴龍國中小學,萬壽路一段168號,500,High,500,290918.2056508681,2767984.9153759405
同德社區活動中心,永安北路500號,111,Medium,1000,279520.3938689365,2767958.2140218164
國光國小,中正路325巷30號,1211,High,500,295749.22133141826,2768002.885163488
大安國小,臺北市大安區臥龍街129號,60,Low,2000,305468.4125692222,2768049.9376319507
和平高中,大安區臥龍街100號,300,Low,2000,305417.9041433903,2768060.8095346373
板橋莊敬市民活動中心,民生路二段120號,188,Low,2000,297515.31544987066,2768042.138472426
新埔里活動中心,南通路65號,140,High,500,280842.3368491147,2768038.6667013424
貢寮市民活動中心,長泰路18-2號,176,High,500,341590.2434597123,2768366.056606813
古亭國小,大安區羅斯福路3段,62,Medium,1000,303338.3354204272,2768174.382099152
西埔里活動中心,富國路681巷19弄路口,25,High,500,278308.9503816748,2768121.7972407704
四維市民活動中心,四維路186巷2號,300,High,500,292571.963265123,2768188.788037262
裕民行政大樓,裕民路136號,300,High,500,292004.25343535095,2768190.2441986194
春日里活動中心,至善街133號,28,High,500,281548.42507888225,2768206.4234246197
中平國中,中平路385號,1384,Medium,1000,293174.83700501407,2768238.1969243763
莊敬社區活動中心,新埔七街169巷13號,53,High,500,280266.6259369205,2768236.754668934
榮富國小,中和街193號,2819,High,500,292185.6780988366,2768268.3383778716
貢寮國小,學苑街7號,633,High,500,342356.2745278378,2768526.296958329
青年公園,臺北市萬華區水源路199號,33756,High,500,301167.85156167264,2768321.1595688956
白石市民活動中心,9鄰靜安路2段241號,49,High,500,323139.38561198884,2768421.0532072955
文德國小,英士路179號,1207,Medium,1000,296272.87541628437,2768348.020996378
薯榔市民活動中心,靜安路二段63號,61,High,500,323487.6373619505,2768488.165039014
大竹國中,大竹路國中巷35號,0,High,500,276091.0355820559,2768337.8035765146
萬大國小,大同區萬大路346號,66,Medium,1000,300390.36584403046,2768417.961387052
朝陽公園,桃園市三民路、朝陽街口,3000,High,500,280902.1404396842,2768371.092898071
青年公園棒球場,水源路199號,68,Medium,1000,300238.93963623897,2768428.480682497
東園國小,臺北市萬華區東園街195號,102,Medium,1000,300238.93963623897,2768428.480682497
臺北市萬華運動中心,西寧南路6之1號,226,Medium,1000,300238.93963623897,2768428.480682497
河堤國小,中正區汀州路2段180號,30,High,500,302741.8047306386,2768448.9847248984
長庚醫護社區活動文康中心,80號B1,200,Medium,1000,286070.5070556444,2768407.1244415166
菁桐市民活動中心,菁桐街65-1號,104,High,500,323289.94494344585,2768576.939072718
平溪國中,靜安路二段295號,710,High,500,324036.79796191165,2768580.9637377267
菁桐國小,菁桐街45號,310,High,500,323330.255935418,2768588.2323707165
大崗社區活動中心,忠義路二段491號,272,High,500,285690.98087600456,2768467.2701616464
龍安國小,大安區新生南路3段33號,120,Low,2000,303972.7690975891,2768531.3263551495
五權社區活動中心,14鄰中正東路二段541號,100,Medium,1000,273304.8870488432,2768450.0680209547
板橋國中,中正路437號,1628,High,500,295838.3464881611,2768512.7055623955
中港國小,中港一街142號,695,High,500,291761.0198136507,2768521.794193797
長庚里345號地下一樓,345號B1,200,High,500,286019.0569792635,2768514.208644024
昌平國小,昌平街200號,635,High,500,292770.20474408084,2768535.9910692493
古亭國中,中正區中華路2段465號,66,High,500,301530.1359284458,2768599.436787966
平溪市民活動中心,公園街17號2樓,106,High,500,324389.31615665485,2768715.8032262987
大竹國小,大竹路556號,260,High,500,276105.7626727836,2768553.150005621
新埔國中,新海路181號,3276,Medium,1000,296393.0816497313,2768614.2661887705
螢橋國小,中正區詔安街29號,63,High,500,301913.51522282884,2768634.117424383
龍門國中,大安區建國南路2段269號,300,Low,2000,304295.2837555599,2768643.3706453564
新莊國中,中正路211號,1370,High,500,292638.6607454748,2768646.3453196785
平湖市民活動中心,大湖10號,71,High,500,328849.6498087883,2768840.5004947716
橫峰社區活動中心,中山南路二段435號,100,Medium,1000,271547.05692376214,2768632.7121616993
豐年市民活動中心,豐年街57號之5,100,High,500,293223.82807680336,2768703.565866749
新和國小,萬華區西藏路125巷31號,79,Medium,1000,300792.82585415134,2768751.7502357573
吳興國小,臺北市信義區松仁路226號,60,Safe,0,307383.00644919754,2768777.8287304016
莒光國小,莒光路163號,428,Medium,1000,297795.42999710434,2768752.016909179
汴洲里老人活動中心,桃園巿莊敬路1段71號,178,High,500,280659.1325504528,2768724.989701762
舊路社區活動中心,振興路1278巷29號-振天宮,60,High,500,287090.69191148673,2768758.651715928
西園國小,萬華區東園街73巷23號6樓,30,Medium,1000,300338.4355188381,2768816.5290835644
平溪國小,平溪街56號,525,High,500,324438.2706025053,2768992.9982749666
昭惠廟,龍門街74-1號,50,High,500,344017.5893144709,2769124.7392340293
雙園國中,萬華區興義街2號,30,High,500,299722.416318244,2768925.0405272488
華江高中,萬華區西藏路213號,300,Medium,1000,300075.2705910904,2769026.018539331
信義國中,信義區松仁路158巷1號,361,Safe,0,307311.15345149924,2769065.5232323864
中正公園,同安街、中正路口,1500,High,500,279518.1454884154,2768999.387172584
江翠國中,松江街63號,2895,Medium,1000,297269.5688415866,2769060.332813801
上林國小,內平林60號,1309,High,500,333964.2609019405,2769247.5941825155
萬華國中,萬華區西藏路201號,50,Medium,1000,300327.3237500525,2769093.4042599094
牡丹心市民活動中心,雙鳳路75號5樓,300,High,500,294716.15119602875,2769107.1224554894
建安國小,大安區大安路2段99號,30,Low,2000,305110.7466435379,2769145.0868116934
文聖國小,文聖街86號,1023,High,500,298157.4182735544,2769129.892183725
忠義國小,中正區中華路2段307巷17號,100,Medium,1000,301084.0071081286,2769151.595028328
中華區民活動中心,中華路2段291號地下室,35,Medium,1000,300912.4046704393,2769162.0313111176
三興國小,信義區基隆路2段99號,77,Safe,0,306311.5457157716,2769183.2122087358
大安森林公園,臺北市大安區新生南路以東、信義路3段以南,47436,Low,2000,304030.60819943954,2769218.3106738906
新生國小,大安區新生南路2段36號,35,Low,2000,303838.7326502672,2769250.7835239368
瓊泰市民活動中心,瓊泰路85號,150,High,500,295079.01729329024,2769241.2333368156
大安國中,大安區大安路2段63號,274,Safe,0,305120.25773610093,2769289.12267578
大理高中,萬華區長順街2號,300,High,500,299579.8426345548,2769278.974851944
思賢國小,自立街229號,285,High,500,294735.790886083,2769273.335113063
雙園國小,萬華區莒光路315號,109,Medium,1000,300205.4888681945,2769292.335750048
國語實小,中正區南海路58號,49,Medium,1000,301567.87191192905,2769297.4089743234
大理國小,萬華區艋舺大道389號,84,High,500,299831.9741379346,2769324.198506393
建國中學,中正區南海路56號,300,Medium,1000,301688.84702436713,2769331.096041209
金華國中,大安區新生南路2段32號,300,Low,2000,303798.0166098474,2769339.2368414667
信義國小,信義區松勤街60號,150,Safe,0,306835.3562396618,2769417.992689281
共和社區活動中心,中山路41巷6號,100,High,500,337403.7668900526,2769579.329300845
大安高工,大安區復興南路2段52號,100,Safe,0,304816.97099011834,2769420.8234445546
金華國小,大安區愛國東路79巷11號,56,Low,2000,303252.63160443015,2769447.867602105
中正國中,中正區愛國東路158號,300,Low,2000,302687.45699928043,2769456.753405822
江翠國小,文化路二段413號,784,Medium,1000,297853.53902234114,2769450.0463759443
永春高中,信義區松山路654號,300,Low,2000,308389.0557274552,2769524.23447263
輔仁大學,中正路510號,705,Medium,1000,293806.6475368263,2769491.8559534093
台北世貿一館,台北市信義區信義路五段5號,4245,Safe,0,306747.9455537654,2769567.387267765
雙溪國小,東榮街54號,1013,High,500,337513.645352085,2769757.2726463918
華江國小,萬華區環河南路2段250巷42弄2號,37,High,500,299568.42492971354,2769644.462489185
新莊國小,中正路86號,1029,Medium,1000,294573.1318432811,2769638.330069943
松山家商,信義區松山路655號,116,Low,2000,308539.4340329749,2769757.490722721
雙溪高中,梅竹蹊3號,1376,High,500,337108.905486396,2769920.8486902765
南門國小,中正區廣州街6號,30,Low,2000,301374.3381959635,2769772.9768004427
南門國中,中正區廣州街6號,151,Low,2000,301374.3381959635,2769772.9768004427
平林市民活動中心,外平林52號,79,High,500,335689.0992971678,2769989.190657376
龍山國小,萬華區和平西路3段235號,50,High,500,300072.38871849794,2769812.449836673
臺北市信義運動中心,松勤路100號,200,Low,2000,307852.8378308981,2769843.180518093
松德公園,臺北市信義區松德路180巷興雅國中西側,1346,Low,2000,307852.8378308981,2769843.180518093
台北市世貿三館,台北市信義區松壽路6號,1000,Low,2000,306897.4374303563,2769850.355837997
中信國小,中信街168號,1084,High,500,295460.58547966945,2769818.4792184145
仁愛國小,大安區安和路1段60號,53,Safe,0,305743.64403425535,2769856.5654899613
新莊區公所,中正路176號,200,High,500,295466.42588605237,2769822.2646899074
新莊高中,中平路135號,933,High,500,295662.373964901,2769830.2287301137
龍山國中,臺北市萬華區南寧路46號,367,Medium,1000,300919.89596895856,2769859.8888839176
博愛國小,信義區松仁路95巷20號,80,Low,2000,307630.45291983965,2769930.8549408084
興雅國中,信義區松德路168巷15號,151,Low,2000,307751.5491000505,2769931.3663047114
私立恆毅高級中學,中正路108號,604,High,500,295786.34023005294,2769907.4043419263
新泰市民活動中心,建中街116巷3弄2號,250,Medium,1000,294915.25622635393,2769938.5178272207
頭前國中,思源路485號,2352,High,500,296055.5227452296,2769953.3908509924
?公國中,臺北市信義區福德街221巷15號,30,Medium,1000,309063.09022912337,2770014.5111528398
弘道國中,中正區公園路21號,87,Low,2000,301999.03424941585,2770030.1038260893
仁愛國中,大安區仁愛路4段130號,125,Safe,0,305571.3247043504,2770044.168231177
幸安國小,大安區仁愛路3段22號,200,Safe,0,303986.9583836991,2770048.89189068
光華國小,龍安路452號,963,Medium,1000,294783.74410749896,2770037.775221381
老松國小,臺北市萬華區桂林路64號,50,Medium,1000,300727.3385266657,2770080.7058487595
北一女中,臺北市中正區重慶南路1段 165 號,60,Low,2000,301766.47502574744,2770151.0641271253
東門國小,中正區仁愛路1段2-4號,100,Low,2000,302563.63002553914,2770165.1849022275
福德國小,信義區福德街253號,105,Medium,1000,309183.32213295106,2770214.4142564423
貴和市民活動中心,明志路三段365號,76,High,500,293047.51690222457,2770209.4186016372
財團法人臺北市東和禪寺,仁愛路一段21-33號,30,Safe,0,302724.7884508751,2770243.342881966
松山工農,臺北市信義區忠孝東路5段236巷15號,50,Low,2000,307719.6837968127,2770307.8425720106
光復國小,臺北市信義區光復南路271號,40,Low,2000,306286.5703555339,2770346.169140123
舊庄國小,舊莊街一段100號,92,High,500,312295.7714471823,2770377.2377243224
二二八和平公園,臺北市中正區-凱達格蘭大道3號,7909,Low,2000,302028.12658656866,2770340.3618940217
懷生國中,大安區忠孝東路3段248巷30號,300,Safe,0,304611.41796456295,2770350.4458003393
南上社區活動中心,民生北路一段356巷386-1號,60,High,500,280281.85172345774,2770292.232207829
南興公園,南順二街,0,High,500,279034.0153919606,2770389.5403871937
明志科技大學,工專路84號,1803,Medium,1000,292441.2679457901,2770462.282006731
中港第一市民活動中心,中港路172號,75,Medium,1000,295928.29242154665,2770487.4080274403
老人文康活動中心,十分街66巷1號,127,High,500,328284.9035164106,2770646.169350918
全安市民活動中心,新莊路527號,200,Medium,1000,296063.6342385906,2770540.4776328984
龍騰活動中心,4鄰外庄10號,20,Safe,0,303784.2582074038,2770578.1134930826
雙潭活動中心,2鄰雙連潭40-1號,20,Safe,0,303784.2582074038,2770578.1134930826
鯉魚潭活動中心室內,鯉魚口2鄰47-2號,50,Safe,0,303784.2582074038,2770578.1134930826
建中國民小學活動中心室內,6鄰廣盛80號,50,Safe,0,303784.2582074038,2770578.1134930826
西湖村活動中心室內,4鄰上湖64號,50,Safe,0,303784.2582074038,2770578.1134930826
上?里民眾活動中心,4鄰62-7號,50,Safe,0,303784.2582074038,2770578.1134930826
銅鏡社區活動中心,1鄰小銅鑼圈9之11號,50,Safe,0,303784.2582074038,2770578.1134930826
西湖村活動中心室外,4鄰上湖64號,150,Safe,0,303784.2582074038,2770578.1134930826
鯉魚潭村活動中心室外,1鄰鯉魚口10-1號,150,Safe,0,303784.2582074038,2770578.1134930826
建中國民小學操場室外,6鄰廣盛80號,300,Safe,0,303784.2582074038,2770578.1134930826
苑裡鎮立托兒所,10鄰110-1號2樓,300,Safe,0,303784.2582074038,2770578.1134930826
苑裡鎮老人文康中心,13鄰興隆2-1號,300,Safe,0,303784.2582074038,2770578.1134930826
苑裡鎮苑東苑南苑北社區聯合活動中,13鄰中山路312號,500,Safe,0,303784.2582074038,2770578.1134930826
苗栗縣立苑裡高中操場,1鄰2號,1000,Safe,0,303784.2582074038,2770578.1134930826
山腳國小田徑場,10鄰47號,1000,Safe,0,303784.2582074038,2770578.1134930826
苑裡鎮中山國小操場,51-1號,1000,Safe,0,303784.2582074038,2770578.1134930826
苑裡鎮立體育場,中正路10鄰1段32號鎮立游泳池旁,2000,Safe,0,303784.2582074038,2770578.1134930826
綺湖社區活動中心,綺湖96號,78,Safe,0,303784.2582074038,2770578.1134930826
大有市民活動中心,插角25-1號,148,Safe,0,303784.2582074038,2770578.1134930826
豐珠國中小活動中心,雞母嶺街6-6號,369,Safe,0,303784.2582074038,2770578.1134930826
大林鎮公所,中興路二段239號,50,Safe,0,303784.2582074038,2770578.1134930826
西興村活動中心前廣場,菜瓜坪4號之1,50,Safe,0,303784.2582074038,2770578.1134930826
大埔鄉公所,54號,50,Safe,0,303784.2582074038,2770578.1134930826
文光國際英語村[室內],外埔5號,80,Safe,0,303784.2582074038,2770578.1134930826
