shelter_name,shelter_address,capacity,risk_level,buffer_distance,longitude,latitude
達邦國小里佳分校室內,20鄰31號,10,Safe,0,221478.34213021313,2589185.8371135797
太平國小,1鄰2號,100,High,500,282756.2205599075,2589278.2472599335
太平社區活動中心,6鄰79-1號,50,High,500,282357.3567144898,2589399.1807223
和美社區活動中心,和美村7鄰忠明路40巷8號,100,High,500,200145.34807827327,2589459.0499045537
梅華活動中心,牛桃灣3-20號,44,Safe,0,174236.50223134013,2589658.05044315
鹿草國中室外,439號,1500,Safe,0,179777.12784424,2589841.030154942
鹿草國中室內,439號,80,Safe,0,179796.9672776386,2589929.200761287
同仁社區活動中心,同仁村11鄰同仁164號之5,30,High,500,203887.2827836827,2589845.540360258
南靖國小-室外,46號,880,Medium,1000,186369.8115772437,2589921.837296361
松梅國小[室外],345號,400,Safe,0,173400.35733311245,2590038.9161442416
鹿草國小室外,296號,400,Safe,0,179159.98174047918,2590028.930901863
隆興社區活動中心,隆興村中正路515號,30,High,500,201956.28403443235,2590039.9710480757
和興國小圖書館-室內,和興村33鄰和興路91號,100,High,500,199953.3025553822,2590090.9344856823
義興村活動中心,2鄰57-1號,100,High,500,191017.57744219224,2590712.487464315
義興國小-室外,2-1號,260,High,500,191319.75471401904,2590731.879210095
過溝國小-室內,頂厝1號,351,Safe,0,166513.50730947565,2590990.1214950383
貴林國小-室外,82號,128,Safe,0,169699.91973170429,2590997.6580652297
過溝多功能活動中心,過溝頂厝11號之2,226,Safe,0,166425.37069480785,2591073.573156717
龍門社區活動中心,龍門村龍山?33號,60,High,500,200742.8548883098,2591082.7439981443
社口國小禮堂-室內,隆興村2鄰8號,30,High,500,201367.39602047025,2591215.774841815
大有國小圖書館-室內,裕民村石頭厝17號之1,50,High,500,201306.2270118487,2591260.2740370017
東興社區活動中心,東興村5鄰25-1號,30,High,500,201112.31927177185,2591338.436334209
灣潭國小視聽教室-室內,灣潭村17鄰1-1號,50,High,500,201112.31927177185,2591338.436334209
中庄村活動中心,16鄰40之2號,50,Medium,1000,192080.44158468698,2591387.243816072
中埔國中-室外,177號,1500,High,500,200703.62690835778,2591361.947173004
溪洲村活動中心,13鄰83-1號,35,Low,2000,187600.8100370943,2591426.8050568555
忠和國中-室外,檳榔樹角6號,600,High,500,193805.7611063535,2591408.7995144543
中埔鄉公所,中埔村128號,60,High,500,201249.80973313382,2591443.5184539426
忠和國小-室外,檳榔樹角35號,750,High,500,193581.447585709,2591542.5500050276
水上國中-室外,進學街54號,1000,Medium,1000,188420.91595407287,2591596.4477593643
同仁國小-室內,同仁村24號,100,High,500,204690.24586411228,2591725.666654539
社口社區活動中心,社口村9鄰番仔坑7號之1,30,High,500,205180.9190427686,2591779.536161712
水上鄉公所三樓,水上村正義路141號,40,Low,2000,188484.3432252328,2591857.208852881
水上國小-室外,正義路182號,1400,Low,2000,188401.72841561906,2591895.539799599
中山國小視聽教室-室內,石?村22號,30,High,500,200184.09849943296,2591850.964326391
松浦社區活動中心,松浦214-3號,0,High,500,288186.80739425856,2591871.584462742
隙頂國小-室外,隙頂4號,44,Safe,0,215267.23018564592,2591918.4023091197
隙頂國民小學-室內,隙頂40號,71,Safe,0,215267.23018564592,2591918.4023091197
裕民社區活動中心,裕民村石頭厝8號之1,30,High,500,200195.32872891307,2592149.9324787613
成功國小-室外,153號,600,High,500,196414.55712492095,2592196.4306573234
三民社區活動中心,三民131-2號,25,High,500,285743.79407397145,2592175.5263855937
竹村國小[室外],36號,400,Safe,0,172228.52164434255,2592647.6483915187
柳林國小-室外,92號,1000,Medium,1000,190233.9757334201,2592641.053636779
網寮國小-室內,?田27號,36,High,500,163400.27197355957,2592829.840025078
網寮國小-室外,?田27號,490,High,500,163400.27197355957,2592829.840025078
龍崗國小-室內,131號,38,Low,2000,166537.5515090253,2592833.8663993096
龍崗國小-室外,131號,527,Low,2000,166537.5515090253,2592833.8663993096
古楓社區活動中心,12鄰4號,50,High,500,283923.84125764057,2592636.3321968913
立山社區活動中心,6鄰58號,50,High,500,283923.84125764057,2592636.3321968913
深坑社區活動中心,深坑村深坑85號之2,30,Medium,1000,201699.93398388868,2592897.9709097557
塭仔村圓明寺,3鄰69號,40,Medium,1000,165700.9495722268,2593071.210325842
大埔國小永興分校-室外,永興22號,160,High,500,209864.17219035767,2592884.5171477115
龍隱寺-室外,14鄰觸口1號,265,High,500,209864.17219035767,2592884.5171477115
崁前活動中心,崁前24號,25,Safe,0,172016.27570381825,2593091.7671150174
頂埔社區活動中心,頂埔村8鄰頂埔10-6號,30,High,500,203692.69977838523,2592969.0860246145
崙山國小,1鄰12號,100,Low,2000,285179.92736320186,2592949.3557446566
崙山社區活動中心,1鄰11-1號,50,Low,2000,285128.7850155104,2592971.381811067
和興社區活動中心,和興村中華路305巷246號,30,High,500,193965.2876693841,2593047.204553217
金蘭社區活動中心,金蘭村1鄰14號,30,Medium,1000,199605.90987467434,2593104.3296156568
永慶高中[室外],信義二路1號,70,Safe,0,182603.12316944974,2593183.4483891707
公田社區活動中心,番路鄉公田村6鄰34-1號,35,Low,2000,213032.4680653594,2593164.145817389
和睦社區活動中心,和睦村14鄰公?42-18號,30,High,500,196275.90245593013,2593404.043115313
石?社區活動中心,石?村中山國小旁,50,High,500,194171.07747996063,2593422.952759852
嘉義市垃圾焚化廠,湖子內路741號,150,High,500,192941.0074788503,2593467.5391215254
大崙國小-室外,111號,1000,Safe,0,184443.9668919,2593529.5207097237
義仁社區活動中心,義仁村挖仔厝17號前面,30,Medium,1000,201875.81410143588,2593561.8522212463
春珠社區活動中心,1鄰8號,70,Safe,0,181532.4837790408,2593675.6763019343
三和公園活動中心,和睦村13鄰中華路630巷43-3號,30,Medium,1000,194723.62923658232,2593631.280598412
大有國小-室外,石頭厝17之1,50,Medium,1000,198484.06674392143,2593717.302972402
中山國小 室外,22號,100,Medium,1000,198484.06674392143,2593717.302972402
灣潭社區活動中心,灣潭村客庄15鄰15-7號,30,Medium,1000,194795.56831450757,2593741.7546612425
逐鹿社區活動中心,18鄰梅花七路3巷1號,100,High,500,207295.90503485652,2593957.305634961
洲仔代天府,4鄰44-1號,300,Low,2000,167701.5555598836,2594488.564784991
頂六國小-室外,頂山門25號,1200,Medium,1000,195155.82580968697,2594449.16982799
和睦國小綜合教室-室內,和美村後庄16號,100,Medium,1000,195152.40527502776,2594463.4685827624
十字村活動中心,52號,20,High,500,224396.9106015124,2594479.9438263755
達邦國小室內,1鄰1號,50,High,500,224394.47862939676,2594491.4650596203
鴿溪寮活動中心,3鄰鴿溪寮23號,15,Low,2000,190043.6329544017,2594604.1188531043
興化?社區活動中心,富收村興化?23-60號,50,Medium,1000,195973.8426048389,2594623.332855202
大鄉國小[室外],560號,200,Low,2000,174518.0860857946,2594739.9503079117
民和社區活動中心,4鄰12號,62,Medium,1000,207897.01106519712,2594606.5154547775
北回國小-室外,榮典路100號,600,Safe,0,189700.93316851047,2594725.235488984
福濟宮,3鄰150號,80,Safe,0,181476.4390395932,2594805.5554841184
太保國中[室外],36號,600,Safe,0,181472.79289819027,2594812.4387854384
田尾社區活動中心,2鄰田尾15號,50,Safe,0,181711.5338623317,2594826.611328086
太保國小[室外],31號,500,Safe,0,181711.5338623317,2594826.611328086
春日社區活動中心,75-1號,35,High,500,290529.26498876244,2594723.910683724
後潭社區發展協會,294號,50,Low,2000,183009.24627307698,2594853.8666122532
奉天宮濟公廟,崎仔頭736之1號,180,Low,2000,191673.28844410274,2594839.1002218407
慈玄宮,溪興街28之2號,150,High,500,194482.91970681684,2594828.225057218
祥和國小[室外],祥和二路西段9號,200,Safe,0,177165.98528411268,2595058.8423965117
新福社區活動中心,6鄰14號,35,High,500,202023.66481210882,2595034.2515781852
東石鄉老人文康中心,151-10號,94,High,500,163220.55393154285,2595278.505676813
大鄉活動中心,大?榔197-3號,38,Low,2000,174622.69924099595,2595215.6326626954
崙頂里集會所,4鄰21號,20,Safe,0,179618.89583828615,2595224.093384734
蘇厝活動中心,蘇厝村82號,80,High,500,207759.6134576517,2595146.88868023
東石鄉公所,3號,104,High,500,163537.7389824421,2595354.1631742124
安東國小[室內],1號,30,Safe,0,179486.29005118553,2595269.027705395
安東國小[室外],1號,600,Safe,0,179486.29005118553,2595269.027705395
興安國民小學,興安街35號,450,High,500,194341.64471618645,2595293.885585775
舞鶴社區活動中心,14鄰中正南路二段278號,100,Low,2000,286124.45349233074,2595288.2869880553
安仁社區活動中心,5鄰頂港子墘10之1號,30,Low,2000,181877.7255150953,2595412.7991987555
光路社區活動中心,新民路555巷6號,40,Low,2000,192798.37353204316,2595413.875719146
大同國小[室外],大同路239號,300,Medium,1000,172417.42651121152,2595526.125896644
東石國小-室外,117號,185,High,500,163600.4077839895,2595586.373002888
東石國小-室內,117號,247,High,500,163600.4077839895,2595586.373002888
朴子國中[室外],大同路245號,400,Medium,1000,172243.85955733777,2595549.1926916577
靜浦國小大禮堂,64號,0,High,500,300610.73035367875,2595474.982674871
東榮國中-室內,39-2號,37,High,500,165480.87832397426,2595675.117958378
東榮國中-室外,39-2號,481,High,500,165480.87832397426,2595675.117958378
半天岩紫雲寺-室內,2鄰岩仔6號,53,Low,2000,208655.63950370255,2595523.523193943
內甕社區活動中心,3鄰38-29號,55,High,500,201310.3007685998,2595579.2383528296
內甕國小-室外,凸湖3鄰1-1號,480,High,500,201249.22383296024,2595645.8867520103
港墘國小-室內,64號,39,Low,2000,169681.09697050997,2595861.995082239
港墘國小-室外,64號,530,Low,2000,169681.09697050997,2595861.995082239
民和國小-室外,菜公店91號,860,Low,2000,204345.0275396033,2595735.614917472
民和國民小學-室內,菜公店91號,80,Low,2000,204342.3070366768,2595747.805081061
嘉義市西區區公所,錦州二街２８號４樓,50,Low,2000,192318.81714318987,2595833.2574291187
老人文康中心,4鄰101-5號,49,Low,2000,204437.17809976405,2595801.7747155093
番路社區活動中心,4鄰54號,22,High,500,205816.40667942507,2595819.7129192045
民和國中-室外,菜公店30號,1444,Medium,1000,204539.47530197096,2595845.7551276325
朴子市公所,光復路34號,34,Medium,1000,173073.72968731017,2595987.823274647
興嘉國民小學,重慶路51號,2135,Low,2000,192581.69678152428,2595915.2868688265
東勢社區活動中心,8鄰東勢寮82號,30,Low,2000,178876.98137049272,2596036.121276914
朴子國小[室外],山通路11號,700,High,500,173166.54543406426,2596153.4614445195
德武里原住民多功能活動中心,5鄰能雅79號,50,High,500,291618.7234219533,2596044.7861019676
南興國民中學,宣信街182號,800,Medium,1000,195029.2560979579,2596121.8814715063
桃源國小[室內],7鄰78號,40,High,500,215838.92397289502,2596080.9319206662
桃源國小[戶外],7鄰78號,200,High,500,215838.92397289502,2596080.9319206662
東石國中[室外],山通路6號,3300,High,500,173422.58659201028,2596273.949157169
玉山國民中學,友忠路1號,605,Safe,0,191320.2640997591,2596240.32180438
阿里山聯合社區活動中心,52號,50,Safe,0,219496.39746051317,2596194.701320569
阿里山國民中小學室內,1鄰31號,100,Safe,0,219499.08052286992,2596256.9322212148
朴子配天宮,黎明路1-2號,750,High,500,173035.35793341714,2596464.2454237957
嘉南社區活動中心,興業東路311號,35,Low,2000,194468.42653401426,2596400.851070319
宣信國民小學,宣信街266號,445,Low,2000,194703.8050398384,2596510.7080565067
三家福靈宮,8鄰73-3號,118,Medium,1000,165466.17761208693,2596671.9624587013
三江國小-室內,16號,28,Medium,1000,165660.53689752799,2596715.146112043
三江國小-室外,16號,136,Medium,1000,165660.53689752799,2596715.146112043
塭港國小-室內,170號,75,High,500,162749.2264572374,2596776.4448768147
塭港國小-室外,170號,211,High,500,162749.2264572374,2596776.4448768147
鄉屬災變庇護所,69之2號,120,Safe,0,220754.55782152395,2596555.0419502137
港坪社區活動中心,育人路165巷48號,30,Safe,0,190441.29222724214,2596648.077889931
大同國民小學,成功街15號,800,Low,2000,193369.23285380375,2596675.2629440227
志航國民小學,世賢路四段141號,163,Safe,0,192662.37653788418,2596693.5084148524
垂楊國民小學,垂楊路605號,3043,Safe,0,188707.93552360975,2596711.6859557447
興南里集會所,崇文街76號,35,Low,2000,194295.85053804977,2596689.440176029
義仁國小[室內],4鄰山子門22號,20,High,500,216320.38212420105,2596655.676049205
義仁國小[戶外],4鄰山子門22號,120,High,500,216320.38212420105,2596655.676049205
鹿滿國小[戶外],鹿鳴路2號,300,High,500,216320.38212420105,2596655.676049205
育人國民小學,育人路211號,310,Safe,0,190416.98804935298,2596751.169595888
崇文國民小學,垂楊路241號,650,Low,2000,194102.2609221901,2596823.0689352513
龍山國小[室內],水道頭70號,70,Medium,1000,207709.13638516387,2596777.6049358617
龍山國小[戶外],水道頭70號,800,Medium,1000,207709.13638516387,2596777.6049358617
何庄社區活動中心,育人路611號,30,Safe,0,189403.16240226213,2596846.1269658175
賓朗村活動中心,賓朗村18鄰賓朗路474巷3號,50,Safe,0,252800.26191584938,2596769.0587060316
永和里集會所,康樂街259號,30,Safe,0,192832.72166159298,2596889.9706391236
港尾社區活動中心,1鄰9號,100,Low,2000,186124.4435191488,2596966.3310513794
港口活動中心,7鄰118號,0,Medium,1000,301514.935988238,2596917.793065065
大湖國小-室內,下坪仔8號,53,Low,2000,211223.63517265668,2596934.0228705257
大湖國小-室外,下坪仔8號,200,Low,2000,211223.63517265668,2596934.0228705257
蘭潭國民小學,小雅路419號,200,Medium,1000,196013.27929954242,2597015.2629662184
內埔國小[室內],元興路2號,300,High,500,205523.7626778019,2597016.6173728695
內埔國小[戶外],元興路2號,650,High,500,205523.7626778019,2597016.6173728695
民族國民小學,民族路189號,190,Low,2000,194348.48021630925,2597098.9959378666
大業國民中學,大業街57號,388,Low,2000,194348.48021630925,2597098.9959378666
江西社區活動中心,4鄰3號,53,Medium,1000,201734.2211462261,2597117.17274071
港坪運動公園,大同路100號,1000,Safe,0,190988.57160942562,2597187.192767281
白杞社區活動中心,白杞村4鄰白杞42-1號,40,Low,2000,219110.27646895163,2597181.1039856067
東區區公所,吳鳳北路184號,30,Safe,0,194165.74216563712,2597398.700034841
嘉義市立棒球場,山仔頂249-1號,1000,Safe,0,194165.74216563712,2597398.700034841
港坪國民小學,四維路63號,420,Low,2000,191218.47476481862,2597482.1824749685
蘭潭國民中學,民權東路32號,270,High,500,197027.34740963805,2597775.7069568727
大湖社區活動中心,番路鄉大湖村10鄰火燒寮1-1號,44,Low,2000,211552.66519377063,2597752.6495617274
更寮國小-室外,更寮村19號,560,Medium,1000,172354.62412753847,2597968.259626205
雙溪國小[室外],30號,400,Medium,1000,176230.93177072768,2598075.8600050607
文雅國民小學,文雅街2號,200,Medium,1000,197630.767222145,2597983.9569658022
僑平國民小學,德安路10號,274,Low,2000,192023.98455854863,2598010.5580337606
雙溪口活動中心,雙溪口40-2號,63,Medium,1000,175853.14941645158,2598110.987147628
龍港國小-室外,113號,454,Low,2000,165934.58303026055,2598186.566014616
新埤國小[室外],214號,700,Safe,0,182043.67791881418,2598158.5591238346
圓崇國小[室內],387巷28號,100,High,500,204832.434578267,2598092.9337242255
圓崇國小[戶外],387巷28號,600,High,500,204832.434578267,2598092.9337242255
老人文康中心,5鄰214-12號,100,Safe,0,182054.30255224468,2598247.107780535
王田里集會所,五福街119號,50,Low,2000,195650.20069676812,2598279.08900281
復金社區活動中心,復金村復鼎金59-1號,30,Medium,1000,200481.60403806926,2598262.0015126774
龍山社區活動中心,龍山村14鄰大庭23號,50,Medium,1000,200481.60403806926,2598262.0015126774
光華國小[室內],4鄰10號,50,High,500,206681.76643098553,2598264.550657438
光華國小[戶外],4鄰10號,160,High,500,206681.76643098553,2598264.550657438
嘉義國民中學,圓福街86號,757,Low,2000,195323.46324209316,2598313.52537748
埤鄉社區活動中心,5鄰埤麻腳77號,80,Low,2000,187407.41656364518,2598378.3590994114
下楫國小-室內,147號,63,Medium,1000,167928.29835000733,2598496.465413798
下楫國小-室外,147號,469,Medium,1000,167928.29835000733,2598496.465413798
世賢國民小學,世賢路一段687號,343,Medium,1000,191563.53061907936,2598582.7215077155
林森國民小學,林森東路346號,388,Low,2000,195518.56392574694,2598589.6617901693
北興國民中學,忠孝路394號,319,Low,2000,194150.32413035491,2598716.622116145
鹿滿社區活動中心,鹿滿村7鄰麻箕埔95-1號,50,High,500,199614.90334150408,2598707.925589208
瑞穗青蓮寺,仁愛路109號,100,High,500,289874.8219615798,2598697.7658983525
新厝社區活動中心,龍江街87號,35,Low,2000,192883.5332237069,2598765.2401393084
花蓮縣鶴岡國民小學,167 號,100,High,500,289833.84598867106,2598741.9516362557
博愛國民小學,友愛路822號,210,Low,2000,193212.0695464153,2598829.858980369
精忠社區活動中心,精忠一村1之6號,50,Low,2000,196561.2577530942,2598818.393078086
豐山國小室內,47號,40,Safe,0,224874.32435017708,2598831.2268334297
瑞良社區活動中心,4鄰信義路3號,30,High,500,290242.0687373084,2598864.8816854246
下埤社區活動中心,頂埤57號,35,Medium,1000,190000.1443650322,2598941.198481063
十字國小室內,16號,80,Safe,0,224876.38320583594,2598840.6362861977
蒜頭國小-室外,蒜頭村188號,320,Medium,1000,177675.41170968954,2599063.527260138
花蓮縣瑞穗鄉瑞美國民小學,中山路二段389號,50,High,500,289996.7255470237,2598941.7309236997
嘉北國民小學,嘉北街65號,230,Low,2000,194345.6100446369,2599037.040731834
瑞美社區活動中心,13鄰中山路二段387號,30,High,500,289955.68958223535,2599008.0646618977
蒜頭國小活動中心-室內,蒜頭村188號,470,Medium,1000,177778.0648516255,2599167.0145656704
蒜頭活動中心,蒜頭村73號,30,Medium,1000,177560.62515218608,2599171.7407149957
奇美社區活動中心,2鄰40號,20,High,500,295624.1517318791,2599079.9597866456
北園國民小學,北社尾路168號,430,High,500,191338.06269673898,2599161.7119021933
金獅社區活動中心,金獅村11鄰金獅寮31號,10,High,500,203150.33988332946,2599128.1173859774
港口宮,5號,100,Low,2000,166901.24826134843,2599321.79999312
北園國民中學,北社尾路166巷12號,377,High,500,191438.44567830962,2599233.2956327037
六腳鄉老人文康中心,188號之5,240,Medium,1000,177799.84969602758,2599297.368980321
春梅社區活動中心,10鄰梅子厝71-1號,30,Low,2000,187360.07728988104,2599253.456195088
太保國小[室內],31號,180,Low,2000,187360.07728988104,2599253.456195088
紅葉社區活動中心,1鄰9號,50,Medium,1000,285195.6482051058,2599184.141320586
南新國小[室內],10鄰中山路一段140號,187,Medium,1000,187136.22625612433,2599453.7566300295
南新國小[室外],10鄰中山路一段140號,800,Medium,1000,187136.22625612433,2599453.7566300295
花蓮縣立瑞穗國民中學,成功北路18號,200,Low,2000,288391.68619732547,2599502.2313438873
中和國小[室內],奮起湖215號,20,High,500,202447.09973142354,2599595.5019110073
中和國小[戶外],奮起湖215號,100,High,500,202447.09973142354,2599595.5019110073
沙坑國小[戶外],8鄰水坑57之2號,200,High,500,202447.09973142354,2599595.5019110073
頂庄社區活動中心,義教街542巷20號,30,Medium,1000,194613.5117090767,2599656.1989756306
水牛厝社區活動中心,4鄰仁愛路25號,100,Medium,1000,187259.8324262557,2599696.86968712
過溝社區活動中心,4鄰過溝36-5號,70,Medium,1000,184624.93023526922,2599752.6698505557
瑞祥社區活動中心,4鄰祥北路二段127號,30,High,500,286644.75834634044,2599674.952930818
瑞穗社區活動中心,14鄰民生街41號,30,Medium,1000,288677.1936651807,2599680.1688207136
灣內國小-室外,15鄰6號,930,Medium,1000,179790.0293515668,2599797.487123349
麻寮古恩宮集會所,13鄰中山路二段250號,70,High,500,185472.800557668,2599782.1412057504
嘉新國中[室外],17鄰中興路一段250號,600,Medium,1000,186503.01370980716,2599795.8097835323
後湖社區活動中心,保義路60巷40號,25,Medium,1000,194205.8151052234,2599879.2334093465
鹿滿國小[室內],鹿滿村鹿鳴路2號,60,Safe,0,219187.38232520592,2599849.8091548383
六嘉國中禮堂-室內,樹仁路1號,90,Low,2000,177707.88187672943,2600015.0286151245
六嘉國中-室外,樹仁路1號,3000,Low,2000,177707.88187672943,2600015.0286151245
竹崎國小[戶外],文化路32號,950,Medium,1000,205379.5218695652,2599973.8943853807
中華社區活動中心,中和村奮起湖150號,80,High,500,202571.16394174114,2600060.223759669
竹崎高中[戶外],文化路23號,500,Medium,1000,200252.9045438815,2600101.123766116
豐裡活動中心,中山路257號,42,Low,2000,280853.02750800713,2600060.3030322096
竹崎國小[室內],竹崎村文化路32號,80,Safe,0,218861.38682174546,2600238.092917094
昇平國中[室內],元興路138號,20,High,500,198834.67562459467,2600504.680316141
昇平國中[戶外],元興路138號,950,High,500,198834.67562459467,2600504.680316141
大崎村辦公處暨社區活動中心,大崎腳17-5號,60,High,500,195362.59980192245,2600594.722427236
荖藤社區活動中心,29之1號,45,Medium,1000,193310.25225158536,2600713.2554305284
六腳國小-室內,六腳村105號,60,Medium,1000,173590.89430679468,2600855.657720972
六腳國小-室外,六腳村105號,530,Medium,1000,173590.89430679468,2600855.657720972
福興村廣興宮室內,6鄰30號,61,High,500,191370.31483467304,2600842.7011904255
福興村廣興宮室外,6鄰30號,100,High,500,191370.31483467304,2600842.7011904255
鶴岡社區活動中心,14鄰85之6號,30,High,500,289940.65267850796,2600779.9052905478
福興社區活動中心,牛稠溪68-3號,55,High,500,191564.3999721462,2600853.0012576226
水仙宮室內,南港5鄰58號,400,High,500,182219.84963585803,2600915.3554428956
大崎國小-室外,林子尾66號,50,High,500,196099.58975645693,2601046.0498102154
大崎國小-室內,秀林村林子尾66號,50,High,500,196099.58975645693,2601046.0498102154
秀林村辦公處暨社區活動中心,林子尾38-1號,112,High,500,196672.37423638662,2601287.594510933
蔦松國小,松中村蔦松路213號　,300,Medium,1000,171335.31567540916,2601412.693377167
金興村辦公處暨社區活動中心,頭橋1200號,100,High,500,192526.30053693993,2601336.48095112
中興國小,瓊埔村瓊埔路48號　,100,Medium,1000,169333.94036961225,2601478.941176615
安和國小室內,安和46號,48,High,500,179832.54514460042,2601447.097982312
安和國小室外,46號,100,High,500,179832.54514460042,2601447.097982312
中興國小[室內],石棹10號之1,30,High,500,209795.40097876353,2601356.4888479332
中興國小[戶外],石棹10號之1,400,High,500,209795.40097876353,2601356.4888479332
大吉國中-室外,內埔仔2-1號,50,High,500,197653.38718616715,2601461.251424427
大吉國中-室內,內埔仔2-1號,50,High,500,197653.38718616715,2601461.251424427
紫雲社區活動中心,紫雲村11鄰大竹圍3-2號,50,Medium,1000,206405.27568571825,2601465.8441527737
香林國小室內,2鄰41號,100,Safe,0,230455.8971629027,2601490.809770152
竹崎老人文康中心,竹崎村中正路95號,60,High,500,208315.74761042488,2601748.220806782
山中村辦公處暨社區活動中心,山中78-1號,106,Medium,1000,189301.58345365032,2601925.353969593
月眉國小室內,月眉123號,500,Medium,1000,183797.71621322047,2602037.771523164
月眉國小室外,月眉124號,1229,Medium,1000,183797.71621322047,2602037.771523164
義和社區活動中心,義和村4鄰山子門23號,30,High,500,204374.9695930213,2602081.110648345
義隆社區活動中心,義隆村3鄰山知崙7-1號,30,High,500,204374.9695930213,2602081.110648345
坑頭村活動中心,坑頭村8鄰復原莊20號,20,High,500,204497.54379368474,2602091.8040478616
光華社區活動中心,光華村5鄰27之1號,40,High,500,204497.54379368474,2602091.8040478616
嘉義縣竹崎鄉昇平村收容所暨防災物資整備所,6鄰頂埔96號之1,80,High,500,204497.54379368474,2602091.8040478616
蔦松國中,松北村蔦松路1-1號　,500,Low,2000,171411.37503585848,2602265.0626698234
興南村集會所,頭橋97號,91,Medium,1000,192611.7270707325,2602288.5585273006
景陽宮,松北村松東路24號,300,Medium,1000,172025.15760092734,2602461.135356853
灣橋社區活動中心,灣橋村16鄰灣橋172號,60,High,500,199597.0095057313,2602417.918204111
水井活動中心,152號,100,Low,2000,166178.17243400554,2602629.8513515075
福樂村辦公處暨社區活動中心,新生一街1號,128,Low,2000,193705.86278944882,2602671.925072202
興中國小-室外,江厝店30號,150,Low,2000,190775.3265100358,2602716.697878221
興中國小-室內,江厝店30號,150,Low,2000,190775.3265100358,2602716.697878221
瑞北社區活動中心,4鄰祥北路一段54之1號,30,High,500,288444.6923102805,2602658.533045999
興中村辦公處暨社區活動中心,江厝店29-4號,128,Low,2000,190836.90778592203,2602793.9713980323
竹崎高中[室內],竹崎村文化路23號,100,High,500,206031.51510481624,2602829.104333646
福樂國小教室,光明二街191號,100,Low,2000,194051.3103477932,2602963.967029715
福樂國小操場,光明二街191號,200,Low,2000,194051.3103477932,2602963.967029715
沙坑社區活動中心,沙坑村8鄰水坑56之8號,20,High,500,200946.81379559723,2602978.134673942
樂野村社區活動中心,56號,50,High,500,223451.85883901565,2602953.3060364393
來吉國小室內,4鄰91號,50,High,500,223452.5962697377,2602965.8184954245
獅埜社區活動中心,獅埜村8鄰許厝8之1號,80,High,500,201049.2944102604,2603088.536293407
文光國小湖口分校,30號,150,Low,2000,164708.1001602658,2603275.821867104
北斗村辦公處暨社區活動中心,北勢子19-4號,82,Low,2000,194495.07491989568,2603444.1328955805
秀林國小風雨教室、操場,3鄰北勢子17號,200,Low,2000,194566.88592342683,2603532.4573905845
?福村辦公處暨社區活動中心,7鄰60號,43,Safe,0,193066.03107576584,2603571.4366083657
中央村辦公處暨社區活動中心,田中央77號,67,Safe,0,189258.00578520144,2603730.7002744367
後厝社區活動中心,8鄰110號,200,Safe,0,167806.17706429213,2603881.536079964
文隆村辦公處暨社區活動中心,鴨母 47-7號,72,Safe,0,190790.3712455463,2603912.695343584
和安國小,溪墘村溪墘厝41號,150,High,500,174994.7631900813,2604040.432787695
文正國小,山腳村蕃東路1號　,300,Low,2000,170849.96982333565,2604206.218570751
瑞里社區活動中心,幼葉林55號,50,Low,2000,216735.5313233215,2604041.212661149
瑞里國小[室外],112號,100,Medium,1000,215796.37695243396,2604120.895302568
松山村辦公處暨社區活動中心,4鄰43號,26,Low,2000,196509.35586814347,2604189.7076139054
六美國小-室外,六斗村31號,620,Medium,1000,177860.66535394592,2604287.295202889
松山國小-室外,松子?43-1號,100,Low,2000,196407.3340874001,2604212.2296017045
松山國小3樓多功能教室有電梯,松子腳43之1號,150,Low,2000,196407.3340874001,2604212.2296017045
太興社區活動中心,太興5號,50,Low,2000,212682.7112292809,2604294.611519266
文光國小,文光路100號,100,Safe,0,167269.00369918073,2604503.993953133
太興國小[室外],4號,150,Medium,1000,211365.85124715825,2604386.620435037
六美國小-室內,六斗村31號,60,High,500,177172.50969757442,2604605.3392701154
西昌村辦公處暨社區活動中心,竹子腳1-2號,96,Safe,0,187015.60010909088,2604659.3696186086
梧南社區活動中心,文光路56之1號,80,Safe,0,167308.27832100855,2604804.795293066
平和村辦公處暨社區活動中心,雙援15-2號,37,Safe,0,188057.5442953339,2604776.7467663484
宜梧國中,光明路1號,500,Safe,0,167206.07552664983,2604950.346856466
梧北社區活動中心,復興路175-6號,100,Safe,0,167327.9755227989,2605255.2222112333
中和村辦公處暨社區活動中心,社溝38-1號,86,Safe,0,190060.60510177253,2605233.545855046
東湖村辦公處暨社區活動中心,東勢湖174號,97,Safe,0,192889.1043968664,2605332.984813054
安靖國小[室外],柿子寮3號,150,High,500,206927.89372525708,2605550.7342942604
文昌國小室內,古民街12號,200,Safe,0,183691.96787502273,2605748.295834326
文昌國小室外,古民街12號,400,Safe,0,183691.96787502273,2605748.295834326
東光基督長老教會,開高巷9號,150,High,500,242582.8131569801,2605633.6506651933
民雄國小-室外,民族路43號,300,Safe,0,191747.75116687975,2605869.063853026
民雄國小-室內,民族路43號,469,Safe,0,191747.75116687975,2605869.063853026
安龍宮活動中心,89號,100,Medium,1000,164429.3309005394,2606021.6725007575
新港國小室內,登雲路105號,850,Safe,0,183131.46321472095,2605972.341781258
新港國小室外,登雲路105號,1000,Safe,0,183131.46321472095,2605972.341781258
菁埔村辦公處暨社區活動中心,菁埔137-1號,86,Safe,0,188613.94578026875,2605981.544104094
