area,date,mean_NDVI,min_NDVI,max_NDVI,spread_max_minus_min
Broad Hualien AOI,2025-02-15,0.6728244511776591,-0.25980910658836365,0.9358878135681152,1.1956969201564789
Broad Hualien AOI,2025-03-15,0.7128367168075639,-0.33589988946914673,0.9584210515022278,1.2943209409713745
Broad Hualien AOI,2025-04-15,0.6969346940831292,-0.2271662801504135,0.9283825755119324,1.1555488556623459
Broad Hualien AOI,2025-05-15,,,,
Broad Hualien AOI,2025-06-15,0.7540048652348541,-0.16437146067619324,0.978974461555481,1.1433459222316742
Broad Hualien AOI,2025-07-15,0.6367145707540587,-0.2211981564760208,0.9766509532928467,1.1978491097688675
Broad Hualien AOI,2025-08-15,0.6631091368433554,-0.415086030960083,0.9450892806053162,1.3601753115653992
Broad Hualien AOI,2025-09-15,0.6712543195335704,-0.5862069129943848,0.9856528043746948,1.5718597173690796
Broad Hualien AOI,2025-10-15,0.6664665042455876,-0.3109452724456787,0.9410112500190735,1.2519565224647522
Broad Hualien AOI,2025-11-15,,,,
Broad Hualien AOI,2025-12-15,0.6315336713417838,-0.31046023964881897,0.9457831382751465,1.2562433779239655
Broad Hualien AOI,2026-01-15,0.6215797742537998,-0.3244325816631317,0.9344314932823181,1.2588640749454498
Broad Hualien AOI,2026-02-15,,,,
Broad Hualien AOI,2026-03-15,0.6454046795458573,-0.8511749505996704,0.9312571883201599,1.7824321389198303
Broad Hualien AOI,2026-04-15,,,,
Broad Hualien AOI,2026-05-15,,,,
Broad Hualien AOI,2026-06-15,,,,
Broad Hualien AOI,2026-07-15,,,,
Broad Hualien AOI,2026-08-15,,,,
Broad Hualien AOI,2026-09-15,,,,
Broad Hualien AOI,2026-10-15,,,,
Broad Hualien AOI,2026-11-15,,,,
Broad Hualien AOI,2026-12-15,,,,
