station_id,obsTime,ELEV,RAIN,MIN_10,HOUR_3,HOUR_6,HOUR_12,HOUR_24,NOW,station_name,county,town,lat,lon
O1V820,2022-10-31 00:00:00,97.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,圓富國中,高雄市,旗山區,22.926574,120.509127
C0C630,2022-10-31 00:00:00,209.0,0.5,0.0,1.0,2.0,2.0,2.0,2.0,大溪,桃園市,大溪區,24.882853,121.265547
81M700,2022-10-31 00:00:00,1044.0,-998.0,-998.0,-998.0,-998.0,0.0,0.0,0.0,,,,,
L1A840,2022-10-31 00:00:00,403.0,6.0,0.0,17.5,34.0,96.0,126.5,126.5,太平,新北市,雙溪區,24.971779,121.828198
A2N290,2022-10-31 00:00:00,23.0,-998.0,-998.0,-998.0,-998.0,0.0,0.0,0.0,臺南蘭花園區,臺南市,後壁區,23.340258,120.379661
81M660,2022-10-31 00:00:00,1186.0,-998.0,-998.0,-998.0,-998.0,0.0,0.0,0.0,阿里山國小,嘉義縣,阿里山鄉,23.469067,120.701672
C1Z130,2022-10-31 00:00:00,187.0,5.5,0.0,15.0,23.5,23.5,28.0,28.0,銅門,花蓮縣,秀林鄉,23.965694,121.492842
C0AD30,2022-10-31 00:00:00,20.0,-998.0,-998.0,-998.0,-998.0,0.0,0.0,0.0,蘆洲,新北市,蘆洲區,25.086594,121.472331
C0D430,2022-10-31 00:00:00,87.0,-998.0,-998.0,-998.0,-998.0,0.0,0.0,0.0,峨眉,新竹縣,峨眉鄉,24.6905,121.017189
C0R680,2022-10-31 00:00:00,4.0,0.5,0.0,2.5,9.5,15.0,15.0,15.0,佳樂水,屏東縣,滿州鄉,21.993578,120.861633
C0X210,2022-10-31 00:00:00,38.0,-998.0,-998.0,-998.0,-998.0,0.0,0.0,0.0,白河,臺南市,白河區,23.347467,120.414428
01A440,2022-10-31 00:00:00,916.0,5.0,0.0,6.0,6.0,7.0,7.0,7.0,大桶山,新北市,烏來區,24.876212,121.562992
CAQ030,2022-10-31 00:00:00,10.0,0.0,0.0,3.5,6.5,8.0,8.0,8.0,崎峰國小,屏東縣,林邊鄉,22.42565,120.49521
CAC040,2022-10-31 00:00:00,1684.0,4.5,1.0,10.5,15.5,21.0,30.0,30.0,拉拉山,桃園市,復興區,24.699317,121.427133
O1M640,2022-10-31 00:00:00,1052.0,-998.0,-998.0,-998.0,-998.0,0.0,0.0,0.0,豐山,嘉義縣,阿里山鄉,23.574615,120.746747
O1M650,2022-10-31 00:00:00,850.0,-998.0,-998.0,-998.0,-998.0,0.0,0.0,0.0,外來吉,嘉義縣,阿里山鄉,23.529649,120.739968
